qid,leader,wiki_title,article_length,cult_text,cult_evidence,hagiography_text,hagiography_evidence,birthday_text,birthday_evidence,monuments_text,monuments_evidence,titles_text,titles_evidence
Q373628,Ramat Mohammed,Murtala Mohammed,42376,1,"...tation "". In post-civil-war Nigeria, Murtala ruled with more power than any Nigerian leader before or since and developed a charismatic authority and cult of personality . During the Cold War he maintained Nigerian neutrality through participation in the non-aligned movement but supported the Soviet Union — during his...",0,,0,,0,,1,"...first military coup in Nigeria of 1966 empowering him to lead the mutiny of the night of 29 July 1966 in Abeokuta . Murtala was briefly considered as Supreme Commander before the appointment of Yakubu Gowon . During the war, he commanded Nigeria's Second Infantry Division which committed the Asaba massacre &#91; 9 &..."
Q202006,Obasanjo,Olusegun Obasanjo,89444,0,,0,,0,,0,,0,
Q361567,Buhari,Muhammadu Buhari,58909,0,,0,,0,,1,"...tial election ====  Buhari ran in the 2015 presidential election as a candidate of the All Progressives Congress party. His platform was built around his image as a staunch anti-corruption fighter and his incorruptible and honest reputation, but he said he would not probe past corrupt leaders and would give...",0,
Q333415,Babangida,Ibrahim Babangida,21568,0,,0,,0,,0,,0,
Q471351,Shonekan,Ernest Shonekan,4522,0,,0,,0,,0,,0,
Q207942,Abacha,Sani Abacha,13131,0,,0,,0,,0,,0,
Q262346,Abubakar,Abdulsalami Abubakar,7163,0,,0,,0,,0,,0,
Q111149753,Yar'Adua,Yar'adua Abubakar Sadiq,415,0,,0,,0,,0,,0,
Q57380,Goodluck Jonathan,Goodluck Jonathan,27575,0,,0,,0,,0,,0,
Q172083,Bongo,Omar Bongo,31996,1,"...=== Leadership style ===  Bongo was described as ""a diminutive, dapper figure who conversed in flawless French, a charismatic figure surrounded by a personality cult"", and among the last African ""big man"" rulers. The pillars of his long rule were France, Gabon's former colonial power; revenues from Gabon's 2,500,0...",0,,0,,0,,0,
Q270645,Rose Francine Rogombe,Rose Francine Rogombé,4981,0,,0,,0,,0,,0,
Q57521,Ali Bongo Ondimba,Ali Bongo,17794,0,,0,,0,,0,,0,
Q310860,Dacko,David Dacko,13499,0,,0,,0,,0,,0,
Q57452,Francois Bozize,François Bozizé,20648,0,,0,,0,,0,,0,
Q15633683,Catherine Samba-Panza,Catherine Samba-Panza,12242,0,,0,,0,,0,,0,
Q548636,Oueddei,Goukouni Oueddei,5345,0,,0,,0,,0,,0,
Q454025,Ngouabi,Marien Ngouabi,6851,0,,0,,0,,0,,0,
Q57418,Nguesso,Denis Sassou Nguesso,21753,0,,0,,0,,0,,0,
Q379725,Lissouba,Pascal Lissouba,4642,0,,0,,0,,0,,0,
Q161672,Lumumba,Patrice Lumumba,79075,0,,0,,0,,1,"...nial struggle. Within Congo, Lumumba’s afterlife became politically charged: student organizations, church leaders, and nationalist activists invoked his image to contest neocolonial structures and demand political reform.   == Repatriation of his remains ==  On 30 June 2020, Lumumba's daughter, Juliana Lumu... | ...in public and draped in the Congolese flag for the Congolese and wider African diaspora of Belgium to pay their respects before the return. A special mausoleum was built in Kinsha",0,
Q164535,Mobutu,Mobutu Sese Seko,64967,1,"...ttempted to purge the country of all colonial cultural influence through his program of ""national authenticity"". Mobutu was the object of a pervasive cult of personality. Mobutu claimed that his political ideology was ""neither left nor right, nor even centre"", but was primarily recognized for his opposition to communi... | ...ural influences, and maintained an anti-communist stance to gain positive international support.  Mobutu was the subject of one of the most pervasive personality cults o",1,"...ment of the Revolution (MPR), which until 1990 was the nation's only legal political party. Among the themes advanced by the MPR in its doctrine, the Manifesto of N'Sele, were nationalism, revolution, and ""authenticity"". Revolution was described as a ""truly national revolution, essentially pragmatic"", which...",0,,1,"...e most pervasive personality cults of the twentieth century.  The evening newscast opened with an image of him descending through clouds like a god.  His portraits were hung in many public places, and government officials wore lapel pins bearing his portrait.  He held such titles as ""Father of the Nation"", ""Mes... | ...1997, he lived mostly in Rabat, Morocco.  He died there on 7 September 1997 from prostate cancer at the age of 66.  He is interred in an above ground mausoleum at Rabat, in the",1,"...s like a god.  His portraits were hung in many public places, and government officials wore lapel pins bearing his portrait.  He held such titles as ""Father of the Nation"", ""Messiah"", ""Guide of the Revolution"", ""Helmsman"", ""Founder"", ""Savior of the People"", and ""Supreme Combatant"".  In the 1996 documentary of the 1974... | ...ung in many public places, and government officials wore lapel pins bearing his portrait.  He held such titles as ""Father of the Nation"", ""Messiah"", ""Guide of the Revolu"
Q206048,Kasavubu,Joseph Kasa-Vubu,13134,0,,0,,0,,1,"...as mayor of Dendale, Kasa-Vubu reiterated his demand for independence, drawing a reprimand from Belgian colonial authorities, which only strengthened his image as a Congolese leader. On 4 January 1959, an ABAKO political gathering organised by Kasa-Vubu erupted into violence, sparking the Léopoldville riots,...",0,
Q57416,Joseph Kabila,Joseph Kabila,52391,0,,0,,0,,0,,0,
Q210069,Obote,Milton Obote,18474,0,,0,,0,,0,,1,"...to Kiwanuka of orchestrating the plot. In the aftermath of the attempt, all opposition political parties were banned, leaving Obote as an effectively supreme leader. A state of emergency was in force for much of the time and many political opponents were jailed without trial for life. Obote's regime terrorised, h..."
Q452024,Yusuf Lule,Yusuf Lule,14844,0,,0,,0,,0,,0,
Q497412,Paulo Muwanga,Paulo Muwanga,3117,0,,0,,0,,0,,0,
Q57274,Museveni,Yoweri Museveni,43143,0,,1,"...m the remnants of Amin's supporters. In June 1985, a group of NRA/NRM members including Museveni met in Unterolberndorf, Austria, where they penned a manifesto and developed a ""Ten-point Programme"" for Uganda's future. The ten points encompassed proposed policies for: democracy; security; consolidation of na...",0,,0,,0,
Q173563,Kenyatta,Jomo Kenyatta,97711,1,"...arded as the ""Father of the Nation"", and was given the unofficial title of Mzee, a Swahili term meaning ""grand old man"". From 1963 until his death, a cult of personality surrounded him in the country, one which deliberately interlinked Kenyan nationalism with Kenyatta's own personality. This use of Kenyatta as a popul...",1,"...dopt socialist policies. Backed by several other senior KANU figures and trade unionists, he became head of the new Kenya Peoples Union (KPU). In its manifesto, the KPU stated that it would pursue ""truly socialist policies"" like the nationalisation of public utilities; it claimed Kenyatta's government ""want[...",0,,1,"...ersonality became a central aspect of the creation of the new state. In December, Nairobi's Delamere Avenue was renamed Kenyatta Avenue, and a bronze statue of him was erected beside the country's National Assembly. Photographs of Kenyatta were widely displayed in shop windows, and his face was also printed on t... | ...historian Keith Kyle put it, for many whites Kenyatta was ""Satan Incarnate"". This white animosity reached its apogee between 1950 and 1952. By 1964, this image had largely shi",1,"...h across Africa he gained widespread respect as an anti-colonialist. During his presidency, he was given the honorary title of Mzee and lauded as the Father of the Nation, securing support from both the black majority and the white minority with his message of reconciliation. Conversely, his rule was criticised as dict..."
Q193492,Moi,Daniel arap Moi,21997,0,,0,,0,,0,,0,
Q57291,Mwai Kibaki,Mwai Kibaki,36774,1,"...style was that of a quiet, publicity-averse, but highly intelligent and competent technocrat. Unlike his predecessors, he never tried to establish a personality cult; never had his portrait on every unit of Kenya's currency; never had all manner of streets, places, and institutions named after him; never had state...",0,,0,,1,"...publicity-averse, but highly intelligent and competent technocrat. Unlike his predecessors, he never tried to establish a personality cult; never had his portrait on every unit of Kenya's currency; never had all manner of streets, places, and institutions named after him; never had state sanctioned praise songs...",0,
Q196070,Uhuru Kenyatta,Uhuru Kenyatta,40370,0,,1,"...ial election campaigns in Kenya in 2013 and 2017, though he did not name Kenyatta explicitly. ""We have re-branded the entire party twice, written the manifesto, done research, analysis, messaging,"" Turnbull said, of the campaigns that his company managed in Kenya. ""I think we wrote all the speeches, and we s...",0,,0,,0,
Q186525,Nyerere,Julius Nyerere,98470,1,"...him alongside such ""Big Men"" as Kenyatta, Nkrumah, Sekou Toure, Patrice Lumumba, and Modibo Keita.  Bureaucrats from TANU subsequently established a cult of personality around Nyerere. By the time he died, he was increasingly viewed as a symbol of the nation. A museum and mausoleum devoted to him were built in Butiam... | ...Molony, ""articulated his sometimes complex ideas in a simple and logical style of speechwriting."" Nyerere was a modest man who was shy regarding the personality cult that",1,"...(TANU) party and of its successor, Chama Cha Mapinduzi, from 1954 to 1990. Ideologically an African nationalist and African socialist, he promoted a political philosophy known as Ujamaa. Born in Butiama, then in the British colony of Tanganyika, Nyerere was the son of a Zanaki chief. He studied at Makerere College in... | ...attention than contemporary African leaders like Kenyatta, Nkrumah, and Mandela. Much of the literature published about him has been un-critical and hagiographic, ignorin",0,,1,"...ubsequently established a cult of personality around Nyerere. By the time he died, he was increasingly viewed as a symbol of the nation. A museum and mausoleum devoted to him were built in Butiama. Posthumously, the Catholic Church in Tanzania began the processing of beatifying Nyerere, hoping to have him re...",1,"...orial governance, while he has also been blamed for economic mismanagement. He is held in deep respect within Tanzania, where he is described as the ""Father of the Nation"".   == Early life ==   === Childhood: 1922–1934 === Julius Kambarage Nyerere was born on 13 April 1922 in Mwitongo, an area of the village of Butiama..."
Q361581,Mwinyi,Ali Hassan Mwinyi,10390,0,,0,,0,,0,,0,
Q320156,Mkapa,Benjamin Mkapa,4261,0,,0,,0,,0,,0,
Q57488,Kikwete,Jakaya Kikwete,6832,0,,0,,0,,0,,0,
Q5018756,John Magufuli,John Magufuli,17905,0,,0,,0,,0,,0,
Q627267,Mwambutsa,Mwambutsa IV of Burundi,4877,0,,0,,0,,0,,0,
Q627261,Ntare,Ntare V of Burundi,5692,0,,0,,0,,0,,0,
Q282359,Micombero,Michel Micombero,8072,0,,0,,0,,0,,0,
Q380916,Buyoya,Pierre Buyoya,11276,0,,0,,0,,0,,0,
Q457201,Ndadaye,Melchior Ndadaye,21504,0,,0,,0,,1,"...h. The day is commemorated by the laying of a wreath on the tomb of Ndadaye. During President Pierre Nkurunziza's tenure as president, the government erected a monument jointly honouring Ndadaye and Louis Rwagasore at a roundabout in Bujumbura.   == Notes ==   == References ==   == Works cited == Akyeampong, Emmanuel...",0,
Q358332,Ndayizeye,Domitien Ndayizeye,2160,0,,0,,0,,0,,0,
Q57343,Nkurunziza,Pierre Nkurunziza,13831,0,,0,,0,,0,,1,"...the new constitution came into force, Nkurunziza announced that he will step down after his term ends in 2020. He was subsequently given the title of Supreme Guide of Patriotism (French: Guide suprême du patriotisme) in March 2020. In the May 2020 presidential election, Nkurunziza endorsed ally and protégé Évari..."
Q557995,Kayibanda,Grégoire Kayibanda,4828,0,,1,"...ement.  He founded the political party Parmehutu (Parti du Mouvement de l'Emancipation Hutu; Hutu Emancipation Movement Party), and wrote his ""Bahutu Manifesto"" in 1957. In reaction, in 1959 Tutsis founded the UNAR party, made up of those who desired immediate independence for Ruanda-Urundi based on the exis...",0,,0,,0,
Q888967,Sindikubwabo,Théodore Sindikubwabo,2583,0,,0,,0,,0,,0,
Q1231345,Paul Kagame,Paul Kagame,77852,0,,0,,0,,0,,0,
Q157197,Osman Daar,Aden Abdullah Osman Daar,21997,0,,1,"...the day after Shermarke's funeral. Spearheading the putsch was Major General Muhammad Siad Barre , who at the time commanded the army. &#91; 7 &#93; Manifesto [ edit ] In 1990, with the start of the civil war , Daar along with former Minister of Information Ismail Jim'ale Osoble , former Minister of Educati...",0,,0,,0,
Q308215,Shermarke,Abdirashid Ali Shermarke,19920,0,,0,,0,,0,,0,
Q209828,Siad Barre,Siad Barre,28940,1,"...over.   == Presidency ==  Barre assumed the position of president of Somalia, styled the ""Victorious Leader"" (Guulwade), and fostered the growth of a personality cult with portraits of him in the company of Marx and Lenin lining the streets on public occasions.    === Supreme Revolutionary Council === The Supreme R...",1,"...PM), together with the non-violent political oppositions of the Somali Democratic Movement (SDM), the Somali Democratic Alliance (SDA) and the Somali Manifesto Group (SMG). Siad Barre escaped from his palace towards the Kenyan border in a tank. Many of the opposition groups subsequently began competing for i... | ...ry Socialist Party (SRSP), a one-party government based on scientific socialism and Islamic tenets. The SRSP was an attempt to reconcile the official state ideology with the offic",0,,0,,0,
Q319153,Hassan Sheikh Mohamud,Hassan Sheikh Mohamud,37803,0,,0,,0,,0,,0,
Q297667,Gouled Aptidon,Hassan Gouled Aptidon,4708,0,,0,,0,,0,,0,
Q57390,Guelleh,Ismaïl Omar Guelleh,14747,0,,0,,0,,0,,0,
Q262589,Gebre Kidan,Tewodros II,35906,0,,0,,0,,0,,1,"...a frequent characteristic of the pure-blooded Amaras. The British geographer Clements Markham, mentioned the following about him:  Theodore, the new King of Kings of Ethiopia, was certainly the most remarkable man that has appeared in Africa for some centuries. At the date of his assumption of the regal title,..."
Q161184,Meles Zenawi,Meles Zenawi,43340,1,"...sions, and agricultural interests. Meanwhile, his government described by many human rights groups and analysis as authoritarian, marked by perpetual personality cult, suppressing civil liberties by initiating government crackdowns, arresting political opponents and fueling ethnic clashes.  ""Zenawism"" refers to his...",0,,0,,0,,1,"...t's a sad day for Ethiopia. The man who led our country for the past 21 years and brought economic and democratic changes, has died. We have lost our respected leader. Meles has been receiving treatment abroad. He was getting better and we were expecting him to return to Addis Ababa. But he developed a sudden infec..."
Q181665,Neto,Agostinho Neto,9206,0,,0,,1,"...nning of the Angolan Civil War, which began in 1975 and lasted until 2002. An author of several books, he is considered Angola's preeminent poet. His birthday is celebrated as National Heroes' Day, a public holiday in Angola.   == Early life and education == Neto was born at Caxicane, in Ícolo e Bengo, a province of Portuguese Angola, on 17 September 1922, to  p...",0,,1,"...Cross of the National Order of Merit  Namibia  Order of the Welwitschia  Poland  Order of Merit of the Republic of Poland, First Class  South Africa  Supreme Commander of the Order of the Companions of O. R. Tambo  Soviet Union  Lenin Peace Prize  Yugoslavia  Order of the Yugoslav Star  Zimbabwe Recipient of the Roy..."
Q219918,Machel,Samora Machel,33865,0,,0,,0,,0,,0,
Q208355,Chissano,Joaquim Chissano,8255,0,,0,,0,,0,,0,
Q57392,Guebuza,Armando Guebuza,3117,0,,0,,0,,0,,0,
Q5448556,Filipe Nyusi,Filipe Nyusi,12328,0,,0,,0,,0,,0,
Q105480,Kaunda,Kenneth Kaunda,27948,1,"...lections under the new system held that December, Kaunda was the sole candidate. After eliminating political opposition, Kenneth Kaunda established a personality cult and promoted a left nationalist-socialist ideology called Zambian Humanism. It combined mid-20th-century concepts of central planning and state contr...",0,,1,"...ectoral history ==   == Awards and honours == National honours   Zambia:  Grand Commander of the Order of the Eagle of Zambia (2003) Kenneth Kaunda's birthday, 28 April, was declared a public holiday in 2021 by then President Edgar Lungu to honour Kaunda's work and legacy. On 27 September 2011, President Michael Sata decided that Lusaka Internatio...",0,,0,
Q297057,Chiluba,Frederick Chiluba,13907,0,,0,,0,,0,,0,
Q212058,Levy Mwanawasa,Levy Mwanawasa,18390,0,,0,,0,,0,,1,"...eople who served this country with dignity and honour. … He observed the rule of law and he gallantly fought graft in all its forms. … We have lost a great leader who had a real vision for leadership and problems that face the country.""   === Funeral === Acting president Banda announced state funeral arrangemen..."
Q18352991,Edgar Lungu,Edgar Lungu,13935,0,,0,,0,,0,,0,
Q313424,Smith,Ian Smith,93903,0,,0,,0,,0,,0,
Q318479,Muzorewa,Abel Muzorewa,8739,0,,0,,0,,0,,0,
Q10707,Mugabe,Robert Mugabe,96801,1,".... According to Ndlovu-Gatsheni, within ZANU–PF, Mugabe was regarded as a ""demi-god"" who was feared and rarely challenged. Within the ZANU movement, a cult of personality began to be developed around Mugabe during the Bush War and was consolidated after 1980. Mugabe had a considerable following within Zimbabwe, with Da...",0,,0,,1,"...rters in the city. At the conference the pair were divided in their attitude; Nkomo wanted to present himself as a moderate while Mugabe played up to his image as a Marxist revolutionary, with Carrington exploiting this division. Throughout the negotiations, Mugabe did not trust the British and believed that...",0,
